#{"t_start": 1568152389.90229, "env_id": null}
r,l,t
-1135.868561,1001,4.851446
-2213.403396,1001,9.120277
-798.117049,1001,12.854999
-2028.133946,1001,16.703216
-2451.522248,1001,20.589201
-826.657055,1001,24.593177
-1080.390056,1001,28.316819
-1383.25526,1001,32.178255
-1704.716069,1001,35.930497
-1161.566894,1001,39.774297
-2819.057187,1001,43.469398
-1429.228714,1001,47.268506
-1285.722235,1001,51.08026
-591.989782,1001,54.921078
-1219.570936,1001,58.614704
-990.893857,1001,62.431781
-590.480062,1001,66.084614
-917.695251,1001,70.034957
-745.330716,1001,74.040359
-909.878474,1001,77.763409
-673.307747,1001,81.536371
-1261.170237,1001,85.346983
-567.8158,1001,89.151623
-982.617699,1001,93.128541
-884.420742,1001,97.089882
-495.673434,1001,100.782134
-758.345995,1001,104.3084
-837.216946,1001,108.042857
-713.603698,1001,111.758687
-386.450593,1001,115.918509
-1156.270133,1001,119.761868
-1115.576073,1001,123.645146
-351.462297,1001,127.680474
-737.4043,1001,131.587435
-887.175691,1001,135.449504
-714.637896,1001,139.206419
-694.005318,1001,142.980046
-663.514816,1001,146.974038
-662.5924,1001,150.830665
-397.100589,1001,154.487533
-331.417448,1001,158.205755
-338.018666,1001,161.757664
-349.974264,1001,165.282586
-513.875836,1001,168.896186
-693.854129,1001,172.475242
-593.655853,1001,175.984134
-713.297026,1001,179.491906
-251.956026,1001,183.047973
-556.265411,1001,186.572576
-318.788873,1001,190.247538
-356.089759,1001,193.869858
-413.411418,1001,197.409746
-380.227058,1001,201.032319
-312.345269,1001,204.81039
-334.72727,1001,208.611493
-462.419126,1001,212.307369
-620.602331,1001,216.444359
-345.900768,1001,220.690367
-570.151835,1001,224.657055
-539.612074,1001,228.235789
-305.019007,1001,231.905415
-318.447065,1001,235.561587
-416.036162,1001,239.15856
-411.643128,1001,242.836007
-406.526409,1001,246.496172
-578.213405,1001,250.051482
-845.648001,1001,253.680845
-668.998021,1001,257.182676
-329.675235,1001,260.755812
-286.164272,1001,264.602884
-286.804235,1001,268.802912
-496.20908,1001,272.476331
-465.069598,1001,276.308221
-387.089603,1001,280.211983
-392.444854,1001,284.011855
-486.972892,1001,287.65219
-442.076838,1001,291.750536
-550.27145,1001,295.690659
-528.215067,1001,299.617472
-811.53971,1001,303.338873
-602.060463,1001,307.219712
-340.475172,1001,310.946481
-468.395159,1001,314.848022
-675.687207,1001,318.924933
-509.541593,1001,322.671118
-537.926226,1001,326.579603
-245.221339,1001,330.454026
-594.874465,1001,334.400577
-567.40132,1001,338.128095
-583.520374,1001,341.784119
-626.584419,1001,345.415123
-424.201585,1001,349.044335
-644.578323,1001,352.842337
-629.581561,1001,356.697034
-764.466853,1001,360.378199
-158.759296,1001,364.339683
-697.048706,1001,368.469995
-128.63009,1001,372.652904
-430.659205,1001,376.505816
-135.62206,1001,380.312565
-483.381961,1001,383.937407
-826.733622,1001,387.67518
-335.18654,1001,391.560386
-307.643411,1001,395.189135
-533.785971,1001,398.849237
-620.640039,1001,402.492235
-504.678271,1001,406.178741
-697.920695,1001,409.746244
-430.598265,1001,413.56772
-101.759636,1001,417.743577
-513.446612,1001,421.911512
-441.324413,1001,425.744414
-411.269869,1001,429.564121
-817.443949,1001,433.503446
-435.238182,1001,437.557946
