#{"t_start": 1561844755.3209963, "env_id": null}
r,l,t
-944.074633,1001,40.624248
-1010.189672,1001,40.624264
-974.366685,1001,40.624274
-950.305617,1001,40.624292
-915.261324,1001,40.624335
-953.575945,1001,40.624367
-927.22014,1001,40.624377
-960.373617,1001,40.624741
-235.196051,1001,49.417532
-264.290916,1001,49.417558
-242.700473,1001,49.417574
-248.744461,1001,49.417561
-253.263331,1001,49.417608
-263.828359,1001,49.417623
-260.983088,1001,49.417658
-253.654122,1001,49.417976
-199.697142,1001,57.87164
-194.97436,1001,57.871669
-189.29941,1001,57.871704
-225.110298,1001,57.871724
-219.084529,1001,57.871729
-190.735474,1001,57.871735
-233.289345,1001,57.871767
-215.423804,1001,57.871787
-127.770466,1001,67.06173
-130.502214,1001,67.061723
-124.767357,1001,67.061746
-129.92229,1001,67.061756
-116.270434,1001,67.06223
-126.396559,1001,67.06225
-122.337026,1001,67.062265
-125.397348,1001,67.062752
-382.098796,1001,75.58124
-385.982242,1001,75.581262
-362.433912,1001,75.58128
-389.324413,1001,75.581288
-377.570632,1001,75.581323
-364.962229,1001,75.581323
-375.530127,1001,75.581746
-357.795696,1001,75.581794
-116.755778,1001,83.113567
-121.157982,1001,83.113565
-121.849217,1001,83.113604
-122.462846,1001,83.113632
-123.813112,1001,83.113635
-116.361217,1001,83.113648
-116.385107,1001,83.113663
-123.668125,1001,83.113675
-768.50393,1001,91.609701
-727.687492,1001,91.609722
-806.089365,1001,91.60976
-740.707038,1001,91.609742
-734.187866,1001,91.609781
-753.780247,1001,91.60981
-720.455814,1001,91.609768
-767.76167,1001,91.609771
-608.194983,1001,100.085075
-581.808005,1001,100.085075
-547.230811,1001,100.085089
-541.720292,1001,100.085126
-613.821575,1001,100.08513
-593.770916,1001,100.085176
-518.611272,1001,100.085177
-580.995689,1001,100.085137
-126.969299,1001,108.607619
-134.090315,1001,108.607623
-124.187422,1001,108.607693
-123.507181,1001,108.607702
-125.602646,1001,108.607735
-120.710583,1001,108.607979
-114.927911,1001,108.607638
-119.576849,1001,108.608438
-148.896308,1001,117.03883
-148.320931,1001,117.038877
-155.277626,1001,117.038885
-143.399625,1001,117.038925
-145.841542,1001,117.038932
-152.059241,1001,117.038936
-137.508515,1001,117.038939
-159.999551,1001,117.039418
-213.651419,1001,125.536409
-208.823324,1001,125.536464
-202.261285,1001,125.536468
-207.047502,1001,125.536479
-201.301568,1001,125.536506
-227.266121,1001,125.536524
-215.385201,1001,125.536527
-228.687846,1001,125.536537
-357.074787,1001,133.12584
-356.708225,1001,133.125873
-352.466627,1001,133.125894
-340.47961,1001,133.125896
-345.314624,1001,133.125911
-344.008496,1001,133.12594
-354.245824,1001,133.125955
-384.475015,1001,133.125992
-360.495957,1001,141.614629
-356.912922,1001,141.614651
-341.386687,1001,141.614665
-361.344462,1001,141.6147
-382.4972,1001,141.614689
-349.878244,1001,141.614724
-346.675413,1001,141.614721
-355.327689,1001,141.614749
