#{"t_start": 1567030915.4576669, "env_id": null}
r,l,t
-2793.739179,1001,53.525128
-1944.154898,1001,60.681589
-1793.364151,1001,67.471115
-2937.834306,1001,74.270278
-1401.685252,1001,80.629611
-2226.08733,1001,87.075762
-1512.90519,1001,93.484711
-1485.144421,1001,100.441751
-1842.240019,1001,106.938576
-2062.187647,1001,113.370907
-1425.153655,1001,120.276397
-2071.408307,1001,126.411129
-1908.988238,1001,132.98262
-1781.858074,1001,139.461837
-1678.407542,1001,145.897293
-1489.591665,1001,152.303867
-1969.368507,1001,158.142106
-2576.524041,1001,164.758686
-1386.013677,1001,171.176209
-2097.371799,1001,178.015723
-1780.711688,1001,184.736672
-1783.489169,1001,191.081673
-2122.330862,1001,197.149071
-1724.727827,1001,203.472728
-1384.511283,1001,210.196334
-2245.497506,1001,216.489708
-2026.825379,1001,223.219363
-2254.026403,1001,229.333253
-1893.647518,1001,235.920671
-1598.497464,1001,242.733215
-1957.96944,1001,249.14742
-2129.091775,1001,255.50122
-2003.02795,1001,262.249027
-1734.217089,1001,268.182575
-1899.102603,1001,274.758698
-2015.701266,1001,281.567572
-2512.21335,1001,287.879498
-1645.654155,1001,294.62259
-1417.531726,1001,300.634973
-2564.832758,1001,307.145344
-1999.094254,1001,313.734473
-2046.292777,1001,320.29301
-1611.175934,1001,327.376379
-2232.056203,1001,333.861541
-1314.233516,1001,340.028551
-2117.805579,1001,347.039392
-1357.521263,1001,353.489147
-1671.263607,1001,359.992922
-1801.510359,1001,366.997249
-1843.259572,1001,373.737349
-1848.988237,1001,379.575149
-1369.583659,1001,386.483688
-1399.203469,1001,393.385304
-1537.191608,1001,399.585238
-1226.321588,1001,406.216936
-1599.336721,1001,412.099884
-1931.400027,1001,418.349502
-1734.435685,1001,424.921
-2144.316216,1001,431.230583
-1643.561482,1001,437.757216
-1635.747598,1001,444.312688
-1378.153427,1001,450.168408
-1590.739278,1001,456.492343
-1597.291241,1001,463.313334
-1646.587227,1001,469.898926
-1593.310471,1001,476.382703
-1406.620883,1001,482.332034
-1832.494168,1001,489.17339
-1901.427809,1001,495.535412
-1742.593763,1001,502.222529
-2028.272987,1001,509.079875
-1831.19501,1001,515.309929
-1573.120697,1001,521.253354
-1319.767129,1001,528.068709
-1816.728092,1001,535.008346
-2219.872585,1001,541.368644
-1542.810806,1001,547.904543
-2070.146298,1001,553.829548
-2076.482523,1001,560.366764
-2206.106389,1001,566.982704
-1839.265307,1001,573.48787
-2023.643276,1001,580.106529
-2367.428529,1001,586.5647
-1417.774232,1001,592.340315
-1507.327683,1001,598.720227
-1508.814731,1001,604.969264
-1829.690818,1001,611.273817
-1668.915681,1001,617.524024
-2146.642416,1001,624.056019
-2402.620031,1001,629.901417
-2311.325094,1001,636.512827
-2290.881047,1001,643.195436
-2215.746864,1001,649.969358
-1679.255693,1001,656.611128
-1300.341784,1001,662.365087
-1981.291545,1001,668.771579
-1488.417393,1001,675.147428
-1837.336078,1001,681.997499
-1422.097062,1001,688.562951
-2105.119657,1001,694.845249
-2366.782044,1001,701.028678
-2581.843345,1001,707.004331
-1381.036533,1001,713.291668
-2094.963427,1001,720.115504
-2456.454491,1001,726.343355
-1329.278521,1001,732.167683
-2456.79121,1001,739.079316
-2252.915688,1001,745.744627
-1551.043921,1001,752.771073
-1234.528993,1001,759.397871
-1909.517351,1001,765.741437
-2024.958646,1001,771.808442
-1443.382945,1001,778.357027
-1725.777385,1001,785.171815
-1701.77813,1001,791.44672
-1150.580468,1001,797.699569
-2211.06854,1001,803.414888
-1940.734678,1001,810.189542
-1883.030299,1001,816.795795
-1865.096034,1001,823.310647
-1651.706893,1001,829.779251
-1972.341645,1001,836.684113
-1796.525602,1001,843.069168
-2206.235189,1001,849.741615
-1713.406769,1001,855.99579
-1635.81851,1001,862.725868
-1778.431005,1001,869.368476
-2437.370811,1001,875.422167
-1423.474354,1001,882.139897
-1873.889896,1001,888.830331
-1228.715667,1001,895.165353
-1824.847279,1001,901.656236
-1920.33059,1001,908.298733
-1911.336373,1001,914.255183
-1217.490586,1001,920.908121
-1808.02696,1001,927.258179
-1237.961756,1001,933.771909
-1132.09115,1001,940.44239
-2622.602749,1001,946.877491
-1934.715859,1001,952.952346
-1538.586095,1001,959.574801
-2276.191635,1001,966.025205
-1741.820779,1001,972.824847
-2119.699001,1001,978.980127
-1956.457097,1001,984.881307
-2072.864086,1001,991.487759
-1216.982896,1001,997.895895
-1792.617659,1001,1004.418989
-1921.099025,1001,1010.773407
-2343.392609,1001,1017.011314
-2318.548399,1001,1022.936357
-1794.453399,1001,1029.512317
-1275.256966,1001,1035.725219
-2080.11074,1001,1042.794545
-2107.486442,1001,1048.810002
-1705.156992,1001,1054.348699
