#{"t_start": 1567804216.5879667, "env_id": null}
r,l,t
-4519.865244,1001,3.410889
-4072.231958,1001,6.076365
-5766.091203,1001,8.774755
-5214.712841,1001,11.373331
-6051.938216,1001,13.851683
-9567.705242,1001,16.339221
-6780.514988,1001,18.939278
-7259.804044,1001,21.431353
-5320.571496,1001,24.040893
-8642.099569,1001,26.628259
-5997.2887,1001,29.212453
-6373.904282,1001,31.729942
-4465.142965,1001,34.3321
-4150.308679,1001,36.826531
-7428.031568,1001,39.359255
-4729.652861,1001,41.932273
-4478.044073,1001,44.686961
-4822.597576,1001,47.607171
-4841.923939,1001,50.438636
-5640.104828,1001,53.221169
-5614.097532,1001,56.067275
-3877.110363,1001,59.262848
-3799.789651,1001,62.456819
-3344.60979,1001,65.656444
-4811.532669,1001,68.942782
-2213.347219,1001,72.14196
-5670.152884,1001,75.052744
-3149.472058,1001,77.681382
-2969.915757,1001,80.294104
-1890.142997,1001,82.870353
-3225.041337,1001,85.437155
-3991.785467,1001,87.996538
-2950.558837,1001,90.55753
-3509.450594,1001,93.06913
-4966.427789,1001,95.575229
-2919.287829,1001,98.26238
-3120.036863,1001,100.86623
-2145.761866,1001,103.425978
-2683.446288,1001,105.94719
-4549.943459,1001,108.476358
-2466.954891,1001,111.354409
-3252.952516,1001,114.199389
-3442.203302,1001,117.049094
-3638.563427,1001,119.848712
-4337.164275,1001,122.620343
-3991.380392,1001,125.479462
-3551.724401,1001,128.371544
-4121.588891,1001,131.174735
-2965.71969,1001,133.835461
-3586.854526,1001,136.668245
-3885.317079,1001,139.481145
-3739.211351,1001,142.285091
-3262.224333,1001,144.999654
-2407.555948,1001,147.841629
-4030.996679,1001,150.425968
-1725.282628,1001,153.07805
-3466.275619,1001,155.653876
-2421.709563,1001,158.336401
-2476.420283,1001,161.218906
-2752.60741,1001,163.869807
-3091.024664,1001,166.516774
-2993.356509,1001,169.013634
-2770.56653,1001,171.53925
-3346.132653,1001,174.07272
-1649.662144,1001,176.730644
-2847.425183,1001,179.299995
-2765.111932,1001,181.840133
-2511.258457,1001,184.368883
-2763.032774,1001,186.937334
-2389.994192,1001,189.456364
-3082.145677,1001,191.953597
-1087.331786,1001,194.455519
-2766.529079,1001,197.016149
-3076.652479,1001,199.661535
-3341.49474,1001,202.504008
-2216.048972,1001,205.105294
-3253.487402,1001,207.634209
-2988.77988,1001,210.160489
-1606.929626,1001,212.675054
-1355.978296,1001,215.188017
-2870.688121,1001,217.744103
-2747.824855,1001,220.290411
-2985.330842,1001,222.807084
-1540.845678,1001,225.328823
-1421.866141,1001,227.843932
-2681.0936,1001,230.367703
-2179.985059,1001,232.975101
-2895.22275,1001,235.518545
-2868.45451,1001,238.227991
-1979.641979,1001,241.040157
-1638.088785,1001,243.803175
-1330.083754,1001,246.98396
-2340.862555,1001,251.355537
-3185.4734,1001,255.93016
-1018.616875,1001,260.783833
-3074.223911,1001,265.453617
-1035.267815,1001,269.886281
-2090.635233,1001,274.435543
-2635.827403,1001,277.767577
-2716.25776,1001,280.46969
-1218.761915,1001,289.256299
-1428.612848,1001,300.988882
-1304.129454,1001,309.568047
-2249.345373,1001,312.255909
-2795.472375,1001,314.893808
-2332.905165,1001,317.435167
-2701.70262,1001,319.980461
-2985.758538,1001,322.633393
-1372.168482,1001,325.159823
-1210.614608,1001,327.677325
-1585.096766,1001,330.197523
-2662.773695,1001,332.945975
-2902.161012,1001,335.47758
-2355.51609,1001,337.996654
-804.999645,1001,340.588506
-1029.278083,1001,343.110632
-1638.205874,1001,345.656515
-1370.297845,1001,348.241684
-1104.519171,1001,350.85303
-1038.333475,1001,353.546613
-1038.254811,1001,356.122938
-1545.865448,1001,358.791295
-2242.889381,1001,361.361339
