#{"t_start": 1565158974.5216641, "env_id": null}
r,l,t
-1802.309807,1001,63.788659
-1492.864973,1001,71.796615
-804.364361,1001,78.638909
-912.203951,1001,85.753162
-1345.621347,1001,92.920747
-895.164932,1001,99.835019
-928.185344,1001,107.183283
-1012.470476,1001,113.859382
-1269.39605,1001,121.438935
-892.174411,1001,128.483047
-1495.496975,1001,135.829344
-1675.122379,1001,142.128844
-1103.232584,1001,149.748915
-941.183249,1001,157.267451
-1683.619547,1001,164.1555
-1051.078682,1001,170.971493
-912.966237,1001,177.576978
-2062.919574,1001,184.817561
-1306.489,1001,192.248562
-1040.696003,1001,199.544861
-1813.974633,1001,206.693718
-716.797888,1001,213.403173
-1867.467087,1001,220.339732
-1329.928407,1001,227.52635
-1234.880813,1001,234.865006
-900.903648,1001,241.527884
-1191.837469,1001,248.6453
-2062.536478,1001,255.150611
-1959.804778,1001,262.795887
-1737.792851,1001,269.936032
-2085.351034,1001,277.042618
-1918.062883,1001,284.255402
-1645.81317,1001,291.540385
-1453.742051,1001,297.91316
-1782.44782,1001,304.511823
-1148.493478,1001,311.994828
-1671.054546,1001,319.228855
-1481.442454,1001,326.366845
-1290.25997,1001,333.120379
-1307.406656,1001,340.3644
-1648.744937,1001,347.62237
-930.811021,1001,354.70139
-2007.075099,1001,361.8841
-1499.863325,1001,368.877573
-682.831781,1001,375.665936
-1472.168838,1001,383.035981
-876.123151,1001,389.905819
-1380.751558,1001,397.172019
-553.16938,1001,404.058038
-1135.842422,1001,411.022927
-834.760305,1001,417.737011
-1980.079623,1001,424.684108
-1034.636019,1001,432.015985
-2104.700044,1001,439.442718
-1211.454562,1001,446.269574
-1541.932307,1001,452.66517
-1446.09103,1001,459.618093
-1366.685695,1001,466.27811
-1720.326396,1001,473.196575
-691.745234,1001,480.246609
-1044.383004,1001,487.590247
-2150.68417,1001,494.172771
-836.43493,1001,500.912821
-354.97359,1001,507.67174
-1117.032809,1001,514.277892
-1464.977136,1001,520.900663
-1212.587371,1001,527.471503
-1848.899473,1001,534.76144
-1185.251747,1001,541.82561
