#{"t_start": 1567806012.9980671, "env_id": null}
r,l,t
-6421.040985,1001,5.96001
-5850.760247,1001,11.072938
-5931.435471,1001,16.153959
-4370.717686,1001,21.056026
-3970.600459,1001,26.132473
-8218.086022,1001,31.732788
-4279.609613,1001,36.983299
-6308.845668,1001,41.711873
-2726.923139,1001,46.490177
-3152.956583,1001,51.781644
-3391.166843,1001,56.680173
-4379.45675,1001,61.420117
-3842.639465,1001,65.911285
-3237.833043,1001,70.906611
-3537.468142,1001,75.527948
-3171.513746,1001,80.954447
-2723.220343,1001,86.851235
-2863.943746,1001,92.443795
-3626.341932,1001,98.418019
-3124.328344,1001,104.801341
-1806.747491,1001,110.240008
-2048.56536,1001,115.787867
-4331.553723,1001,121.702336
-4529.643074,1001,127.501952
-4551.117919,1001,133.608324
-2066.639018,1001,139.056912
-4740.245556,1001,143.972665
-1774.428916,1001,157.569042
-2516.253489,1001,172.906172
-1203.184188,1001,187.281208
-2743.672037,1001,202.522318
-1436.223411,1001,217.204209
-3188.867948,1001,231.87399
-1500.005502,1001,246.262544
-1349.354515,1001,262.70362
