#{"t_start": 1565133244.405142, "env_id": null}
r,l,t
-1402.22063,1001,64.401415
-954.458019,1001,73.071996
-1149.845095,1001,80.058873
-971.668639,1001,87.21194
-1016.606258,1001,94.221632
-1554.086773,1001,100.541076
-1021.415748,1001,107.874737
-1326.113241,1001,114.79154
-1435.117212,1001,121.949437
-1233.314787,1001,129.608907
-854.869386,1001,137.329019
-1103.53832,1001,143.981761
-2219.719077,1001,151.017176
-1407.690392,1001,158.348533
-778.035379,1001,165.51902
-919.433657,1001,172.813886
-1549.471415,1001,179.50985
-882.262336,1001,186.993818
-1383.422442,1001,194.469025
-2305.434128,1001,201.991775
-1010.283546,1001,208.706269
-674.182102,1001,216.014445
-2168.852636,1001,222.735741
-1813.325991,1001,229.898468
-1668.799706,1001,237.415101
-2234.049603,1001,244.247079
-553.808032,1001,251.261213
-819.043957,1001,258.132785
-1675.924794,1001,265.599651
-1980.138591,1001,273.392424
-1955.825645,1001,280.774161
-463.68098,1001,288.352183
-1305.053438,1001,295.717604
-1691.336642,1001,302.472427
-1392.179298,1001,309.878595
-1322.716499,1001,317.394708
-2001.712569,1001,324.337327
-1723.606976,1001,331.202237
-1255.402515,1001,337.171426
-1017.626258,1001,344.7018
-1230.727967,1001,351.469614
-1054.395485,1001,359.087699
-1946.598936,1001,366.353646
-1177.513596,1001,373.586516
-1088.113747,1001,380.859955
-788.241231,1001,387.973255
-959.467489,1001,394.592172
-2154.66355,1001,401.914531
-514.705763,1001,409.614354
-1874.501766,1001,417.02121
-885.594713,1001,423.980705
-755.562039,1001,431.530645
-804.556179,1001,438.327484
-1702.874312,1001,445.515553
-1019.35642,1001,452.408202
-1970.826818,1001,459.448283
-1453.81261,1001,466.63879
-389.90366,1001,474.039069
-1827.981294,1001,481.671214
-1340.083426,1001,488.820594
-1077.655969,1001,495.95682
-1016.796934,1001,503.347716
-1187.60358,1001,510.254642
-736.422019,1001,517.254353
-1687.832893,1001,524.955618
-2310.438618,1001,532.570279
-1373.900501,1001,538.970192
-1324.53644,1001,546.078303
-1073.823713,1001,552.745721
-1036.425538,1001,559.848383
-1654.753635,1001,566.347098
-1740.917029,1001,573.012861
-1054.388717,1001,579.784024
-1304.440826,1001,587.255495
-1024.116305,1001,594.876258
-1227.677199,1001,602.371891
-1509.683073,1001,610.170811
-1779.392569,1001,617.341308
-1400.745044,1001,624.588671
-1537.347818,1001,631.748235
-1518.637286,1001,638.759699
-1665.056482,1001,646.199195
-1557.964538,1001,653.035806
-1111.877035,1001,659.74436
-809.093179,1001,666.864459
-1477.306167,1001,674.128076
-611.870971,1001,681.773192
-1148.198559,1001,688.58306
-863.796799,1001,695.977542
-1264.205003,1001,702.784158
-1441.985401,1001,710.247088
-1781.902156,1001,717.162191
-1075.452606,1001,724.256998
-1183.206893,1001,731.400293
-1970.229945,1001,737.941005
-1857.777537,1001,744.602821
-1369.622262,1001,752.487454
-1682.609693,1001,759.988478
-1668.303549,1001,767.121499
-1767.847501,1001,774.198876
-971.071291,1001,781.603408
-1856.180093,1001,789.001671
-1220.37022,1001,796.00668
-1468.638688,1001,803.159354
-2007.746276,1001,810.147107
-1488.92912,1001,816.338396
-881.776461,1001,824.100852
-1567.219193,1001,831.482405
-997.379192,1001,838.68784
-994.604535,1001,845.708799
-1491.91973,1001,852.56469
-690.247537,1001,859.174443
-1537.933237,1001,866.522807
-1372.181178,1001,873.507053
-731.949233,1001,880.958889
-979.037458,1001,887.854546
-2070.977305,1001,894.919841
-916.598509,1001,902.393227
-1921.9959,1001,909.679065
-1033.641405,1001,916.506364
-832.740412,1001,923.795846
-1942.3632,1001,930.752941
-1320.226997,1001,937.489249
-2327.914247,1001,944.255635
-1686.182407,1001,950.696412
-726.195684,1001,958.11183
-1810.114381,1001,965.517094
-1653.603904,1001,972.266863
