#{"t_start": 1567236048.6867528, "env_id": null}
r,l,t
-1243.821346,1001,5.057467
-1767.640966,1001,7.972071
-1478.523715,1001,10.856357
-1524.587573,1001,13.84956
-755.297872,1001,16.741759
-1045.541354,1001,19.644353
-1265.30821,1001,22.565159
-1250.990283,1001,25.475498
-892.009625,1001,28.383658
-977.028962,1001,31.283316
-873.496519,1001,34.172582
-1879.931426,1001,37.080926
-894.992068,1001,40.002085
-874.457368,1001,42.900249
-943.550414,1001,45.79529
-1131.332564,1001,48.708402
-1546.529267,1001,51.591083
-1385.003072,1001,54.487059
-1632.477854,1001,57.398548
-1715.861568,1001,60.299443
-754.254763,1001,63.18627
-1207.767237,1001,66.084284
-1266.073189,1001,68.999455
-1443.929275,1001,71.881847
-1058.322497,1001,74.802197
-1629.818614,1001,77.712365
-1369.255277,1001,80.621723
-996.686595,1001,83.52516
-1665.501596,1001,86.426007
-1459.185377,1001,89.306736
-1053.727157,1001,92.186029
-1157.979131,1001,95.099137
-1510.149508,1001,98.040666
-1358.771651,1001,100.939043
-1619.823127,1001,103.844482
-1267.798609,1001,106.763551
-1167.116597,1001,109.665842
-700.16202,1001,112.583303
-1253.729834,1001,115.494591
-1083.992032,1001,118.396668
-1577.432991,1001,121.300863
-1489.490791,1001,124.232746
-916.881292,1001,127.157443
-1337.595087,1001,130.079409
-892.762538,1001,133.011244
-1120.051313,1001,135.925063
-1266.262012,1001,138.822363
-945.646602,1001,141.765902
-1622.937813,1001,144.692788
-1010.349707,1001,147.604189
-1202.195647,1001,150.51217
-1226.300358,1001,153.424887
-1411.146618,1001,156.328874
-1492.43686,1001,159.247252
-1011.758299,1001,162.154687
-1322.027026,1001,165.067209
-1335.243977,1001,167.963007
-1036.899781,1001,170.860052
-972.692922,1001,173.76779
-1335.061395,1001,176.680279
-1275.018304,1001,179.585391
-1330.610199,1001,182.482021
-1328.945096,1001,185.389478
-926.231775,1001,188.2822
-908.987275,1001,191.194318
-1506.693341,1001,194.095014
-1845.390919,1001,197.005634
-1239.961915,1001,199.892064
-1587.139566,1001,202.794105
-1420.603892,1001,205.69557
-1232.027987,1001,208.591405
-1483.475499,1001,211.522808
-1755.562166,1001,214.454155
-1408.295991,1001,217.410312
-919.838947,1001,220.351012
-1545.720616,1001,223.302053
-1338.613671,1001,226.232603
-1195.352185,1001,229.185575
