#{"t_start": 1565131580.3680596, "env_id": null}
r,l,t-952.117499,1001,86.180486
-1472.010126,1001,94.794191
-1478.211105,1001,103.266491--1752.105446,1001,111.9745
-831.592468,1001,120.112664
-1473.703256,1001,127.984169
-1304.975649,1001,136.635198
-999.770899,1001,144.934589
-755.325391,1001,153.155069
-2186.2455,1001,160.931828
-1071.875233,1001,168.653958
-1135.165359,1001,175.251173
-965.054829,1001,183.985856
-1571.49033,1001,191.824541
-2464.924084,1001,199.514977
-2319.806307,1001,207.839272
-1365.878006,1001,214.785633
-856.637024,1001,223.087027
-1093.045836,1001,232.516529
-1186.069809,1001,241.370743
-1836.632012,1001,249.315028
-1618.467569,1001,257.129797
-721.684863,1001,264.355036
-1295.977472,1001,273.072896
-1121.258084,1001,280.94583
-1163.675645,1001,288.784285
-1336.365179,1001,297.380873
-1171.662723,1001,305.133729
-1594.626895,1001,312.95566
-1411.551442,1001,321.320191
-856.248583,1001,329.430277--833.792254,1001,337.038334
-1598.033121,1001,344.674561--1651.618718,1001,352.54053
-1968.795283,1001,360.892795--1945.896021,1001,369.014413--963.798502,1001,377.424057--687.84567,1001,385.740192
-1071.126422,1001,392.811279
-1822.372217,1001,400.108397
-1904.03635,1001,408.001626
-350.77149,1001,415.896058
-1030.812613,1001,424.30299
-848.972511,1001,432.653201
-1699.650164,1001,439.806728
-720.234702,1001,446.942739
-1662.25492,1001,455.35142
-2212.459794,1001,463.450031
-1036.874663,1001,471.114018
-1473.219543,1001,479.801888
-1072.611437,1001,487.668691
-1722.533426,1001,495.196372
-1125.50004,1001,503.567838
-560.684147,1001,512.193528
-1246.510556,1001,520.578652
-1570.105819,1001,528.114389
-1213.02202,1001,536.771549
-1687.659686,1001,545.044734
-1491.63262,1001,554.063979
-486.618284,1001,561.842298
-1136.456581,1001,570.092212
-759.497843,1001,577.517921
-890.931946,1001,585.602224
-1012.930857,1001,594.131103
-1176.654842,1001,602.019473
-16-1037.092447,1001,603.830872
.277119,1001,602.696545
69,1001,600.190089
