#{"t_start": 1567800330.3559961, "env_id": null}
r,l,t
-5324.55393,1001,3.220082
-5687.738147,1001,5.694862
-7367.833977,1001,8.232241
-6441.075416,1001,10.763996
-7753.636631,1001,13.348168
-9038.560918,1001,15.92383
-6500.139608,1001,18.404486
-7671.670209,1001,20.873337
-4255.776996,1001,23.394375
-6032.086469,1001,25.940749
-5777.284724,1001,28.468528
-7709.59828,1001,30.968704
-6514.890004,1001,33.551049
-5330.714608,1001,36.029436
-5522.354818,1001,38.617412
-5460.785435,1001,41.08252
-5470.709669,1001,43.802529
-3889.870361,1001,46.296744
-5858.119344,1001,48.787378
-6263.877383,1001,51.37209
-6454.536019,1001,53.867601
-2752.029348,1001,56.378176
-2949.047806,1001,58.907218
-3012.931606,1001,61.460129
-3353.813028,1001,64.028104
-1709.824252,1001,66.592318
-3504.251567,1001,69.09826
-1898.640431,1001,71.589353
-1717.02798,1001,74.116531
-4595.667793,1001,76.662808
-1656.045523,1001,79.369072
-2715.867723,1001,81.994587
-2288.017174,1001,84.486384
-2176.408756,1001,87.093221
-1828.398334,1001,89.609102
-1422.453792,1001,92.134648
-2850.05348,1001,94.72539
-1843.075177,1001,97.312482
-2739.490986,1001,99.92912
-2047.252817,1001,102.555563
-2236.767795,1001,105.047013
-2661.490942,1001,107.550047
-1575.783683,1001,110.074693
-2204.815734,1001,112.568911
-2433.322599,1001,115.068892
-3330.691099,1001,117.640105
-2589.333874,1001,120.237278
-2313.474011,1001,122.884827
-1822.077171,1001,125.401355
-1884.547952,1001,127.922425
-3651.906988,1001,130.472995
-3695.285187,1001,132.969174
-3972.103626,1001,135.557931
-1503.239889,1001,138.05361
-1565.346675,1001,140.651925
-2095.57946,1001,143.157637
-1647.849959,1001,145.643087
-1740.364862,1001,148.176328
-1952.324979,1001,150.678116
-1269.673277,1001,153.180168
-1196.434026,1001,155.692846
-1717.48732,1001,158.268867
-2220.269539,1001,160.817201
-1172.963734,1001,163.30888
-1213.750917,1001,165.799102
-2084.167526,1001,168.311625
-2564.753594,1001,170.903407
-1453.567176,1001,173.405407
-1013.250992,1001,176.087931
-957.412806,1001,178.619468
-2164.252607,1001,181.141586
-1460.422717,1001,183.659648
-1017.743833,1001,186.182673
-832.164375,1001,188.764984
-1272.810682,1001,191.364781
-957.281151,1001,193.902724
-1165.825389,1001,196.398848
-1518.208331,1001,198.913097
-937.507391,1001,201.477407
-989.485942,1001,204.09242
-1352.792968,1001,206.599181
-1265.558421,1001,209.096042
-1280.335252,1001,211.603444
-1608.734452,1001,214.244243
-1195.703852,1001,216.828424
