#{"t_start": 1567030915.4588947, "env_id": null}
r,l,t
-2844.090078,1001,53.89487
-1969.465741,1001,60.573665
-1960.767149,1001,67.222739
-3058.491059,1001,73.904444
-1451.586071,1001,80.320723
-2459.155978,1001,85.585479
-1471.780332,1001,91.732122
-1241.82995,1001,98.184494
-1820.606056,1001,104.887964
-2059.536582,1001,111.18194
-1315.88318,1001,117.185166
-2409.575193,1001,123.066523
-2170.567725,1001,129.555867
-1956.634492,1001,136.053855
-1711.179148,1001,142.238648
-1429.936317,1001,148.399084
-2278.038869,1001,154.095276
-2916.804751,1001,160.472624
-1617.467276,1001,167.135593
-2385.39722,1001,173.549933
-2115.385959,1001,179.623498
-1822.667626,1001,185.997059
-1924.935452,1001,191.885911
-2012.349456,1001,198.358944
-1608.795672,1001,204.785951
-2154.257604,1001,211.025187
-2388.1326,1001,217.222513
-2505.147881,1001,223.149334
-2158.062153,1001,229.828114
-1728.211147,1001,236.206447
-2145.484038,1001,242.681113
-2451.538201,1001,249.280772
-2240.542498,1001,255.580722
-1757.734412,1001,261.397004
-2315.656054,1001,267.683039
-2345.537008,1001,274.271132
-2954.826733,1001,280.645555
-1590.292297,1001,287.24225
-1757.237627,1001,293.162634
-3010.989298,1001,299.696495
-2316.25071,1001,306.414488
-2029.487842,1001,312.956765
-1880.785042,1001,319.87213
-2540.885427,1001,326.169224
-1529.525493,1001,331.814716
-2476.785624,1001,338.199087
-1585.724086,1001,344.468879
-1946.733183,1001,350.460788
-2076.333762,1001,357.241919
-2109.870371,1001,363.305125
-2129.601302,1001,369.295242
-1581.885014,1001,375.573422
-1564.859384,1001,381.812888
-1506.912516,1001,388.599103
-1399.12608,1001,394.896299
-1966.378464,1001,400.464418
-2310.302583,1001,407.07613
-2028.398654,1001,413.671314
-2488.800193,1001,420.102181
-1987.104949,1001,426.561613
-2026.219174,1001,433.169629
-1486.27771,1001,439.428326
-1833.698,1001,445.788096
-1963.511025,1001,452.492445
-1940.690228,1001,458.787675
-2003.030495,1001,465.369645
-1504.652894,1001,471.462265
-2230.798258,1001,477.867782
-2313.063348,1001,484.367854
-2088.656141,1001,491.233928
