#{"t_start": 1565805908.9967632, "env_id": null}
r,l,t
-1256.04302,1001,56.429508
-1660.886123,1001,64.206709
-1453.405079,1001,70.994328
-651.615683,1001,77.96474
-936.984352,1001,85.017268
-881.341549,1001,91.131815
-483.022784,1001,98.147524
-1126.172735,1001,105.532767
-1592.236817,1001,112.692465
-653.527266,1001,119.203111
-1742.362442,1001,125.653947
-1349.236766,1001,131.457813
-1185.983218,1001,138.664289
-1227.291115,1001,145.356167
-701.278893,1001,152.15767
-804.494745,1001,159.142431
-972.358815,1001,165.619563
-1059.105364,1001,172.108425
-1029.811039,1001,179.37841
-840.316172,1001,186.114701
-1211.00695,1001,192.92688
-1144.094035,1001,199.537939
-1469.815155,1001,205.690966
-379.580476,1001,212.526749
-282.203594,1001,219.085397
-1271.633604,1001,225.549134
-1604.054029,1001,232.221797
-1439.892339,1001,237.966937
-381.697576,1001,244.890368
-1097.663125,1001,251.599097
-1749.649731,1001,258.507825
-1629.601931,1001,264.942665
-1023.733571,1001,271.944563
-1546.861664,1001,278.285367
-702.329706,1001,285.142777
-806.776344,1001,291.681984
-932.65817,1001,298.34381
-732.748432,1001,305.12159
-1412.077591,1001,311.295554
-1058.993863,1001,317.658592
-635.515717,1001,324.071161
-638.469847,1001,330.71687
-1415.625992,1001,337.215613
-1003.894924,1001,344.242014
-1392.774956,1001,350.217646
-923.924783,1001,356.951391
-1846.48457,1001,363.878575
-1075.3815,1001,370.538001
-424.618871,1001,377.053948
-1439.308485,1001,383.959924
-1165.140394,1001,390.316238
-1024.096502,1001,396.774092
-1357.477358,1001,403.830784
-1616.816345,1001,410.424026
-1244.329652,1001,417.279341
-1151.95925,1001,423.508001
-504.575584,1001,430.481835
-698.66336,1001,436.938823
-1561.844693,1001,443.830298
-631.508955,1001,450.537682
-838.18174,1001,457.197474
-413.647027,1001,463.33505
-688.797704,1001,470.232911
-977.296792,1001,476.78974
-442.148216,1001,483.920372
-1557.827241,1001,490.741103
-2057.769369,1001,496.740912
-1528.244856,1001,503.57141
-1402.624681,1001,510.078104
-2057.25148,1001,516.375806
-1022.802683,1001,523.040193
-849.247259,1001,529.446892
-925.39015,1001,535.815833
-1842.131602,1001,542.374505
-1432.486265,1001,549.440992
-811.632054,1001,556.13062
-1497.327025,1001,562.805489
-544.90917,1001,569.09751
-975.930268,1001,576.042545
-873.156662,1001,582.795836
-988.602599,1001,589.294182
-1555.748141,1001,595.930463
-1854.383452,1001,602.314128
-1963.09241,1001,608.016374
-1490.337197,1001,614.442934
-2107.727589,1001,620.714262
-2320.956671,1001,627.182459
-1203.617137,1001,633.8585
-1469.419509,1001,640.822696
-1577.128745,1001,646.826501
-1192.530753,1001,653.59786
-1706.402589,1001,660.075516
-1152.117737,1001,666.825773
-1512.79086,1001,673.711401
