#{"t_start": 1568229467.758167, "env_id": null}
r,l,t
-1364.892517,1001,5.89984
-2165.945004,1001,10.669718
-1680.279143,1001,15.404727
-674.113871,1001,20.08203
-671.408853,1001,24.851652
-168.982468,1001,29.575188
-546.388722,1001,34.361641
-747.231775,1001,39.077043
-272.004149,1001,43.91099
-266.483384,1001,48.933037
-92.713374,1001,53.842723
-166.085022,1001,58.6603
-161.073815,1001,63.317811
-164.917865,1001,68.157025
-176.123567,1001,72.881095
-163.187054,1001,77.73533
-46.643532,1001,82.521127
-60.073424,1001,87.222212
-111.461311,1001,91.965996
-174.963026,1001,96.789172
-69.688151,1001,101.525414
-142.598474,1001,106.386935
-91.340738,1001,111.234302
-182.896768,1001,115.98836
-166.879528,1001,120.775869
-319.463111,1001,125.720807
-139.490561,1001,130.606059
-79.131869,1001,135.334981
-93.547573,1001,140.083741
-154.900554,1001,144.901676
-124.100735,1001,149.614377
-124.427849,1001,154.457705
-88.759045,1001,159.264258
-155.862814,1001,164.017271
-86.07748,1001,168.942398
-166.982053,1001,173.724458
-185.301596,1001,178.47973
-67.311329,1001,183.203405
-120.358475,1001,188.02073
-118.092434,1001,192.828566
-76.624782,1001,197.537141
-144.067711,1001,202.388463
-101.311636,1001,207.107642
-48.193927,1001,211.88517
-57.117229,1001,216.763628
-56.838206,1001,221.655443
-34.045107,1001,226.504137
-61.620826,1001,231.294717
-38.931171,1001,236.056894
-58.618447,1001,240.828118
-242.70736,1001,245.617909
-173.530998,1001,250.318721
-100.200904,1001,255.022823
-53.020624,1001,259.919528
-41.039009,1001,264.72572
-59.681506,1001,269.51309
-149.062848,1001,274.354507
-62.221032,1001,279.238166
-103.407469,1001,283.972293
-20.574738,1001,288.694314
-28.638012,1001,293.55836
-41.550079,1001,298.401793
-38.422419,1001,303.155698
-83.236653,1001,308.134904
-27.325356,1001,312.943588
-79.123838,1001,317.711992
-123.627472,1001,322.467872
-82.837862,1001,327.179034
-19.349357,1001,332.02929
-11.769659,1001,336.757215
-93.124003,1001,341.57066
-29.164451,1001,346.417761
-26.946811,1001,351.317517
-110.575115,1001,356.10591
-63.664846,1001,360.895618
-21.723851,1001,365.51155
-114.078517,1001,370.105789
-9.649717,1001,374.767397
-103.692815,1001,379.55962
-10.811101,1001,384.206243
-142.217141,1001,388.85784
-8.227689,1001,393.56071
-28.264405,1001,398.270395
-131.022271,1001,403.044215
-149.939838,1001,407.835723
-16.858955,1001,412.616019
-24.823185,1001,417.292952
-48.527884,1001,422.003562
-61.170139,1001,426.774976
-61.71599,1001,431.459764
-31.529564,1001,436.153348
-80.299316,1001,440.93321
-112.86278,1001,445.705077
-14.557078,1001,450.323814
-41.354799,1001,455.029927
-141.14002,1001,459.800006
-110.687798,1001,464.64374
-21.770464,1001,469.399224
-25.94533,1001,474.079081
-98.712577,1001,478.786739
-17.681171,1001,483.371637
-58.256893,1001,488.195162
-65.766053,1001,493.006402
-48.85906,1001,498.032845
-52.568118,1001,502.975028
-19.644316,1001,507.845058
-38.123196,1001,512.91181
-40.939399,1001,517.965651
-108.693568,1001,522.815552
-15.528025,1001,527.710294
-56.691294,1001,532.606684
-56.59265,1001,537.434183
-7.70104,1001,542.233967
-55.707429,1001,546.996813
-8.971321,1001,551.842912
-7.954277,1001,556.746294
-15.368285,1001,561.699202
-62.11845,1001,566.420144
-44.92204,1001,571.361624
-116.956139,1001,576.456648
