#{"t_start": 1567806012.9713516, "env_id": null}
r,l,t
-6373.000403,1001,6.027947
-5826.866542,1001,11.088436
-6046.742501,1001,16.077375
-4285.134028,1001,21.212409
-4720.782137,1001,26.11556
-8952.217035,1001,31.654162
-5546.149234,1001,36.679662
-3849.180644,1001,41.56672
-4378.775289,1001,46.346487
-4836.325465,1001,51.599432
-3482.35037,1001,56.439488
-4611.653976,1001,61.138245
-5943.467127,1001,65.779056
-7295.789481,1001,70.624414
-3676.873238,1001,75.351224
-2832.638329,1001,80.437588
-1971.514116,1001,86.394944
-2489.619846,1001,92.328482
-2821.168682,1001,98.531399
-2816.152707,1001,104.53665
-2662.246355,1001,110.160949
-2116.059171,1001,115.935867
-2900.642479,1001,121.878859
-2146.323733,1001,128.174328
-2765.23778,1001,133.49279
-1513.667815,1001,138.651701
-2038.297998,1001,143.450627
-2329.492407,1001,154.888994
-1898.980888,1001,169.444893
-2632.46649,1001,187.882486
-2280.444234,1001,202.271906
-2184.382056,1001,216.592785
-1692.405315,1001,229.141829
-2622.059913,1001,243.125351
-1562.618765,1001,256.794082
