#{"t_start": 1567194172.184891, "env_id": null}
r,l,t
-1379.103514,1001,5.657791
-1529.245883,1001,9.142341
-1658.688752,1001,12.981273
-1678.3836,1001,16.599896
-1572.742397,1001,20.353618
-1419.541047,1001,24.439197
-483.752811,1001,28.621302
-987.906673,1001,32.774318
-774.895052,1001,36.914075
-749.821717,1001,41.130436
-613.935116,1001,45.367068
-341.837653,1001,49.560439
-266.754297,1001,53.690858
-212.828534,1001,57.871795
-1102.514302,1001,61.98684
-527.646848,1001,66.166695
-504.589578,1001,70.324326
-650.736853,1001,74.525193
-462.252565,1001,78.730784
-376.769053,1001,82.837363
-774.299292,1001,86.970635
-821.419203,1001,91.121341
-875.101065,1001,95.309349
-772.386536,1001,99.559355
-548.194325,1001,103.746786
-802.790937,1001,107.920891
-834.988213,1001,112.108635
-341.432514,1001,116.3262
-451.837076,1001,120.438085
-393.39961,1001,124.630351
-375.954568,1001,128.906643
-500.049616,1001,133.067028
-353.191309,1001,137.278525
-465.305105,1001,141.528018
-480.74317,1001,145.644325
-432.363183,1001,149.788539
-562.303908,1001,153.998778
-336.98433,1001,158.205455
-450.392915,1001,162.384977
-462.611241,1001,166.521104
-562.419142,1001,170.729826
-916.44598,1001,174.912747
-398.798087,1001,179.112796
-462.911777,1001,183.301022
-560.06428,1001,187.448181
-649.575389,1001,191.610134
-603.928008,1001,195.809686
-319.275436,1001,199.995836
-426.705025,1001,204.173671
-583.070378,1001,208.335773
-427.113336,1001,212.521111
-339.436939,1001,216.681147
-747.562426,1001,220.909023
-379.537922,1001,225.028152
-495.947461,1001,229.263388
-537.596102,1001,233.482077
-718.959981,1001,237.682479
-567.622972,1001,241.868033
-579.131391,1001,246.132909
-613.683462,1001,250.349836
-380.442154,1001,254.513934
-269.362248,1001,258.66895
-546.026548,1001,262.917278
-455.442984,1001,267.090194
-264.222366,1001,271.249709
-378.297309,1001,275.451229
-440.42831,1001,279.727947
-418.306473,1001,283.98615
-696.200679,1001,288.188024
-343.783295,1001,292.340436
-503.853274,1001,296.590911
-543.92105,1001,300.870011
-649.117631,1001,305.131153
-577.818669,1001,309.330826
-563.870478,1001,313.529678
-563.086259,1001,317.716223
-532.660067,1001,322.040803
-536.178017,1001,326.338271
-300.492702,1001,330.562527
-716.349307,1001,334.772379
-670.283524,1001,339.017584
-531.869349,1001,343.2731
-662.208026,1001,347.455974
-579.508515,1001,351.695332
-530.524205,1001,355.911494
-421.149936,1001,360.103557
-285.957259,1001,364.341635
-640.252465,1001,368.49477
-657.999258,1001,372.640031
-534.073229,1001,376.905211
-234.963235,1001,381.200159
-513.274387,1001,385.42958
-428.977452,1001,389.666741
-599.351769,1001,393.869827
-435.79731,1001,398.071796
-482.456101,1001,402.294438
-467.881125,1001,406.539073
-299.661277,1001,410.799446
-345.442128,1001,414.990643
-560.423036,1001,419.246142
-310.03742,1001,423.477831
-404.133721,1001,427.700463
-429.099236,1001,431.899528
-446.640472,1001,436.159245
-384.156261,1001,440.370706
-342.293401,1001,444.701819
-379.067766,1001,448.91756
