#{"t_start": 1567806013.0910068, "env_id": null}
r,l,t
-6446.903234,1001,5.980323
-5843.482234,1001,11.016339
-5919.325952,1001,16.004441
-5116.594693,1001,20.964732
-2883.845806,1001,26.079109
-6334.856204,1001,31.885415
-6299.55333,1001,36.970524
-6173.71302,1001,41.710326
-3684.81235,1001,46.492231
-3019.363726,1001,51.780014
-1636.664386,1001,56.705636
-1636.914833,1001,61.325002
-6835.714013,1001,65.965438
-4252.184576,1001,70.756015
-3383.262464,1001,75.338344
-3267.578546,1001,80.398701
-4676.371786,1001,86.340253
-1756.8647,1001,92.018767
-1854.129366,1001,97.477311
-2094.298476,1001,102.78436
-980.367754,1001,108.476928
-1741.716281,1001,114.275688
-1606.189064,1001,120.067849
-1573.58856,1001,125.735384
-2962.556666,1001,131.297002
-905.76897,1001,136.36635
-1801.253381,1001,141.398664
-904.830979,1001,150.782113
-1386.482267,1001,164.213581
-1142.545895,1001,177.713822
-1934.154261,1001,194.209328
-902.652155,1001,208.991855
-1586.122856,1001,225.569216
-1726.864507,1001,237.9667
-1645.801474,1001,255.402653
