"z,y,force"
-0.07867915173360772,21.222544837042783,0
-0.3139043578444807,18.105388078068554,0
-0.8997023573988451,13.922889485811757,0
-2.0514068996617394,9.080022759814648,0
-3.923619102916553,3.996431901350479,0
-6.559456571040624,-0.9272445995562197,0
-9.878159829595578,-5.339495306420977,0
-13.699125751984647,-8.96112997298037,0
-17.792604543357932,-11.600135914057734,0
-21.940177239042935,-13.157157746693185,0
-25.9847156754395,-13.62234005921226,0
-29.85458199609491,-13.065623795063496,0
-33.558466497026565,-11.622770442040656,0
-37.15831579915162,-9.478864560855039,0
-40.73316179194481,-6.8504931445051165,0
-44.34632194524422,-3.9676036534418166,0
-48.02473360568024,-1.0561244594255854,0
-51.75403687587173,1.677469656580854,0
-55.487678146101885,4.058620243676239,0
-59.16406374478075,5.953408243524419,0
-62.724277819549165,7.273639595839665,0
-66.12443925596627,7.978352459345344,0
-69.34018142096521,8.072115229932493,0
-72.36419732536083,7.60059468109671,0
-75.19985521759622,6.643910353975199,0
-77.85422842105041,5.308341546872935,0
-80.33299286457769,3.7170133619421537,0
-81.59536090166601,2.0002846076369614,0
-82.1509606226857,0.28605444170855676,0
-82.30653523420536,-1.3081639308339177,0
-82.24518485018582,-2.6825496413301018,0
-82.0748842259472,-3.7604369596514857,0
-81.8283048063962,-4.4917579505894265,0
-81.50683602817337,-4.85436511872544,0
-81.11267019362698,-4.853304469477486,0
-80.64908334782885,-4.518260980573711,0
-80.12048845575904,-3.8995087719773602,0
-79.5322250074275,-3.0627688441905336,0
-78.89011167129044,-2.083420117599769,0
-78.19986074282029,-1.0405177105233114,0
-77.46650646985275,-0.01104824404734035,0
-76.69400769562633,0.9352003027320274,0
-75.88513930511013,1.73984605001695,0
-75.04170016944458,2.3589824193304243,0
-74.16496824205916,2.7650242946600314,0
-73.25626065540202,2.9472859837560894,0
-72.31742894304055,2.911352215330278,0
-71.35114480743367,2.6773828084517692,0
-70.36089958420335,2.277553139571172,0
-69.35072869616349,1.752875040993498,0
-68.32475410889242,1.1496651447206845,0
-67.28668881779458,0.5159302970345669,0
-66.23945305781122,-0.1020759379544266,0
-65.1850119644116,-0.662900441421003,0
-64.12447321263103,-1.1323626729788727,0
-63.05840470976753,-1.4853392739218645,0
-61.987270994544325,-1.7067836088943784,0
-60.911859543693915,-1.791968269504236,0
-59.833580128161564,-1.7459939867937917,0
-58.75456457171175,-1.582656048042648,0
-57.67755513959988,-1.3227968233797256,0
-56.605628618963195,-0.9922986082221681,0
-55.54184360004513,-0.619883956479655,0
-54.488910807057124,-0.2348911865191994,0
-53.448969660338165,0.13481830785631782,0
-52.42351610971207,0.4646853784199249,0
-51.41348025360982,0.7349042571199687,0
-50.41941157839509,0.9314262416264968,0
-49.44170567709419,1.0464846541373685,0
-48.48080413573441,1.0786396158490477,0
-47.53731636429442,1.0323761725798455,0
-46.612041448514574,0.9173186033108048,0
-45.705899743443645,0.7471458081950298,0
-44.8198086709156,0.5383071076083039,0
-43.95454892252348,0.308644198739278,0
-43.11066434360178,0.07602357972097037,0
-42.28842384706562,-0.14292402061719184,0
-41.48785256701025,-0.33387785259180913,0
-40.70881880214465,-0.4856539634186906,0
-39.951150017017866,-0.5907446256473557,0
-39.21474378063938,-0.6455544947222372,0
-38.4996444832166,-0.6503404659508519,0
-37.80607064060417,-0.6088828093168973,0
-37.13439117992235,-0.5279321957588388,0
-36.48506238107781,-0.4164897434445271,0
-35.85854559134212,-0.2849846644924998,0
-35.25522784067361,-0.14441634198472364,0
-34.6753634454202,-0.00552495022118878,0
-34.11904656605626,0.12195238216418657,0
-33.58621526746208,0.22989353063717774,0
-33.07667963783343,0.31223828743421206,0
-32.590161870004806,0.3652515772851188,0
-32.12633560329528,0.3875990063031225,0
-31.684854752543178,0.38024461346772337,0
-31.26536711937592,0.34619265232676777,0
-30.867513531360036,0.2901044914075373,0
-30.490917497668296,0.21782832058277937,0
-30.13517242168329,0.13588259722140156,0
-29.79983304604283,0.05093397546094122,0
-29.48441549695664,-0.030692338567346353,0
-29.188407001084986,-0.10343729770399035,0
-28.91128314803782,-0.16284260946481185,0
-28.65252835944023,-0.20577858577850897,0
-28.411654490725628,-0.23055767528238352,0
-28.188213244820954,-0.23693497438082314,0
-27.981799918679684,-0.22600505942066343,0
-27.79204829633361,-0.2000111888759982,0
-27.618618578429995,-0.1620879144510738,0
-27.461181586205488,-0.11596119342332954,0
-27.319402855058872,-0.06563115068665883,0
-27.19292968955189,-0.015061787448333024,0
-27.081383071326183,0.03210060466285292,0
-26.984354898100367,0.07276246474877039,0
-26.901409782965487,0.10455842279237981,0
-26.832089844583486,0.12595959475751825,0
-26.77592068758083,0.13631259379992122,0
-26.732417053930153,0.13581231153467452,0
-26.701087238745995,0.12541603608862653,0
-26.681436070094005,0.10671005694160887,0
-26.672966833078387,0.08174238138037433,0
-26.67518282997896,0.05283647012399497,0
-26.68758926899016,0.02240099958584884,0
-26.709695918927,-0.007250331236752436,0
-26.741020575896723,-0.03405684627906252,0
-26.781093001123075,-0.05633731133542091,0
-26.829458725777393,-0.07287833087953369,0
-26.88568204599179,-0.08298160871857402,0
-26.949347653626827,-0.08647018418604646,0
-27.020060615413563,-0.08365669761330377,0
-27.097444741184244,-0.07527920911411526,0
-27.18113968160875,-0.06241195551780934,0
-27.27079729662636,-0.04635959976160334,0
-27.366077901811273,-0.02854398038003691,0
-27.466646934311616,-0.010392134951469161,0
-27.572172417874793,0.006766473391604309,0
-27.682323400797124,0.021786939391818465,0
-27.79676934570722,0.03377522188264143,0
-27.91518030739966,0.04213078995358553,0
-28.0372276648358,0.04656458039089283,0
-28.162585173837826,0.04709309701796532,0
-28.290930158270072,0.0440111217477224,0
-28.421944731078415,0.037846827739255504,0
-28.555317004483168,0.02930401997573808,0
-28.690742291114,0.019196744276919954,0
-28.827924307309598,0.008381601587890503,0
-28.96657637060028,-0.002307190196795782,0
-29.106422548556846,-0.012115574778567072,0
-29.247198682032533,-0.020416755934410252,0
-29.388653186593526,-0.026745162266334235,0
-29.530547539875503,-0.030815974994112295,0
-29.6726563903075,-0.03253006014006347,0
-29.81476726775963,-0.031965203796670755,0
-29.956679928441833,-0.029355451182372476,0
-30.098205413031252,-0.02506104578587803,0
-30.23916492893049,-0.01953192216848394,0
-30.37938867949996,-0.013267912835079642,0
-30.518714754890972,-0.006778792846074452,0
-30.65698817497067,-0.0005470291860552011,0
-30.794060141744083,0.00500433734816593,0
-30.929787524247025,0.009536824702325076,0
-31.064032569453182,0.012813461011829843,0
-31.196662812157513,0.014707045595786018,0
-31.327551146037187,0.015199873666336662,0
-31.4565760156658,0.014375674405890854,0
-31.5836216921987,0.012405002951572536,0
-31.70857860045758,0.009525687158112122,0
-31.83134366959227,0.0060201453647785305,0
-31.951820682028206,0.002191458906022441,0
-32.06992059604044,-0.0016599893205636446,0
-32.18556181711579,-0.00525769410919831,0
-32.298670393838954,-0.008366702440098184,0
-32.40918011677558,-0.010806823188098011,0
-32.51703250448254,-0.012460811892500758,0
-32.62217666921404,-0.013277375976658675,0
-32.72456906513201,-0.013269227684898112,0
-32.82417313233684,-0.012506745084366796,0
-32.92095885913639,-0.011108066246312878,0
-33.01490229127223,-0.009226625188741875,0
-33.1059850195042,-0.007037234234702423,0
-33.194193675911016,-0.004721826755371829,0
-33.27951946504187,-0.002455903573422799,0
-33.36195774965646,-0.0003965874565415018,0
-33.44150770340749,0.0013270011817893208,0
-33.51817203556074,0.0026205599659533062,0
-33.59195678654382,0.0034283653529314337,0
-33.6628711882258,0.0037339703803186655,0
-33.73092757945413,0.0035580496494088945,0
-33.796141365346,0.0029537867494820913,0
-33.85853100784563,0.002000340457884349,0
-33.918118034812146,0.0007950170862789153,0
-33.974927055173254,-0.0005551849194754701,0
-34.028985768371584,-0.0019420038873042527,0
-34.08032495744912,-0.003263720431525066,0
-34.128978456718194,-0.004431837539223471,0
-34.17498308709286,-0.0053762556892570194,0
-34.218378554767355,-0.006048702531897595,0
-34.25920731188944,-0.00642432102713332,0
-34.2975143809523,-0.006501458911580001,0
-34.33334714752442,-0.006299826528214976,0
-34.366755128356225,-0.0058572918477982185,0
-34.397789723598876,-0.005225655601621267,0
-34.42650396269827,-0.004465792915459558,0
-34.45295225345593,-0.003642560187628213,0
-34.47719014286572,-0.0028198489437223284,0
-34.49927409681683,-0.0020561257166025163,0
-34.5192613038276,-0.0014007338424234907,0
-34.537209505877854,-0.0008911556456632459,0
-34.553176857351126,-0.0005513485090358279,0
-34.567221811244664,-0.00039118245930997917,0
-34.579403030259876,-0.0004069263186243154,0
-34.5897793192006,-0.0005826594482811678,0
-34.59840957429371,-0.000892430729124199,0
-34.60535274459243,-0.0013029483771226796,0
-34.61066780050221,-0.0017765647243584517,0
-34.61441370465217,-0.0022743190208264165,0
-34.61664938079094,-0.0027588171577257606,0
-34.617433677077926,-0.0031967574276734008,0
-34.61682532102564,-0.0035609526656235537,0
-34.61488286436794,-0.003831747500936536,0
-34.611664617214906,-0.003997780956949847,0
-34.607228571926264,-0.0040560953388957014,0
-34.60163231811345,-0.00401163872016642,0
-34.594932950988444,-0.00387624744196854,0
-34.58718697585942,-0.003667224715760195,0
-34.578450211892246,-0.00340565034696294,0
-34.568777698305496,-0.0031145643414551426,0
-34.558223605962155,-0.002817164104093827,0
-34.54684115690428,-0.0025351422157692013,0
-34.534682553801375,-0.0022872710994872873,0
-34.5217989206136,-0.0020883143945851857,0
-34.50824025506784,-0.0019483149227540514,0
-34.494055392865434,-0.0018722781668084772,0
-34.47929198293083,-0.0018602404797163673,0
-34.463996472504235,-0.0019076848022730644,0
-34.44821410050129,-0.002006245097519637,0
-34.43198889731912,-0.0021446251323135124,0
-34.415363689163605,-0.0023096482548288872,0
-34.39838010500015,-0.0024873525151912564,0
-34.38107858437803,-0.002664049457106392,0
