"z,y,force"
-0.08809135619644279,27.589756344654994,0
-0.40028289273240536,23.543759990486638,0
-1.2684696050929314,18.12260685286931,0
-3.060539060330547,11.855610105234952,0
-6.043803746175805,5.289961624320103,0
-10.29885561459794,-1.054144456953454,0
-15.693888036080685,-6.7242785999454835,0
-21.921119884272866,-11.366839170084226,0
-28.585884152038297,-14.745521117256494,0
-35.318359780859566,-16.74533739359043,0
-41.86218001323619,-17.364220380970124,0
-48.10622146093674,-16.69708556161783,0
-54.05892243469158,-14.916632679112212,0
-59.79046269540378,-12.252927605760865,0
-65.3729853699443,-8.972401666847176,0
-70.84031382333701,-5.356889437242006,0
-76.17611752951728,-1.6838002866683368,0
-81.32736440914802,1.7913500333181505,0
-83.91831307881469,4.849285205203923,0
-85.02412377289164,7.316528540042937,0
-85.2925636676959,9.073333220485525,0
-85.11029473175525,10.058522066988965,0
-84.70505209242819,10.26904811132881,0
-84.20839695310507,9.755369105324585,0
-83.6430843189273,8.613502014250242,0
-83.01555051311826,6.9746083303114705,0
-82.33403304533569,4.993036801396605,0
-81.6075214931871,2.8337778989761673,0
-80.84415145847832,0.6602384402737022,0
-80.04962436457194,-1.376853333700745,0
-79.22627431573362,-3.1487073276166466,0
-78.3731712150809,-4.555452085746146,0
-77.48726462069685,-5.53063872150687,0
-76.56520703819227,-6.0430655285031705,0
-75.60527778191573,-6.096016606697236,0
-74.60881419002068,-5.724182913735385,0
-73.58072077015298,-4.988664871310431,0
-72.52890873634787,-3.9705643466634637,0
-71.46284066892886,-2.7637278133082055,0
-70.39162709433616,-1.467218149877218,0
-69.32225535436842,-0.17804606392913416,0
-68.25847600131236,1.0153555325865542,0
-67.20064426239455,2.0385173323756636,0
-66.1464995282232,2.834891858504495,0
-65.09257983112717,3.368281086573604,0
-64.03580751801273,3.623663770799752,0
-62.97477558919967,3.6064925000289736,0
-61.910397106390235,3.3406349319783852,0
-60.8457949399718,2.865212520773167,0
-59.78553639363398,2.230644009580462,0
-58.73449382012102,1.4942294592673353,0
-57.69669406529724,0.7156148035468858,0
-56.67449051210338,-0.0475411503372178,0
-55.66826822607758,-0.743411284757699,0
-54.67671932327602,-1.3291215051991851,0
-53.69755914499679,-1.77300998278714,0
-52.72844275300778,-2.0559239839400383,0
-51.76781068089802,-2.171537128447445,0
-50.815442213343786,-2.125743105609073,0
-49.872599242863004,-1.9352427604288585,0
-48.94176773002548,-1.6254886439500802,0
-48.02611076687473,-1.2281827204403195,0
-47.128810369189864,-0.7785384370631407,0
-46.2524825547821,-0.3125182291278212,0
-45.39880662312493,0.13575711054124356,0
-44.56843308660586,0.5362581086119332,0
-43.76115083969826,0.8648231025397503,0
-42.976227297616965,1.1043730778055945,0
-42.212801643282475,1.2455305768549223,0
-41.47021607276348,1.2866441057127256,0
-40.74820524378608,1.2332642410818113,0
-40.04691722646442,1.0971533490403573,0
-39.36678878837345,0.8949371477285681,0
-38.70833567208335,0.6465228554513047,0
-38.07193481723443,0.3734150960316283,0
-37.45766576534829,0.09705745860868942,0
-36.865252135517835,-0.1626836506918694,0
-36.294110022646606,-0.3887969923009211,0
-35.74347901544161,-0.5680968479814988,0
-35.2125913645739,-0.6918403283910387,0
-34.700829712565536,-0.7559765171998357,0
-34.20783292973437,-0.7610400584690834,0
-33.73352842571453,-0.711726304481693,0
-33.27809130099844,-0.6162049320155834,0
-32.84184947425621,-0.4852429783676505,0
-32.42516492220318,-0.33121602946561374,0
