"z,y,force"
-0.07867954807753229,21.22252918856733,0
-0.31379915657536883,18.109605189585427,0
-0.8985105917926516,13.938459794688722,0
-2.0460527478801414,9.115241595784292,0
-3.9081867501150356,4.059000438793635,0
-6.525477318248567,-0.8318166695392232,0
-9.815987821745907,-5.209097852288163,0
-13.599960129716287,-8.79772583292491,0
-17.650358895042515,-11.409833292309242,0
-21.75238328784963,-12.949744276205644,0
-25.752084690196273,-13.41040399794474,0
-29.579484959424434,-12.863402699928901,0
-33.24303341246326,-11.44485230640544,0
-36.80290562151698,-9.338854204302857,0
-40.33570933021428,-6.759757725855277,0
-43.90269956421618,-3.934212643433031,0
-47.5299030044093,-1.0840853402711366,0
-51.20349205949546,1.5886129656408328,0
-54.8786246178618,3.9138071701938055,0
-58.495951556588125,5.7617217895208865,0
-61.99862742767943,7.047643785644619,0
-65.34419666953809,7.733168798891087,0
-68.50897187157452,7.824309193531237,0
-71.48578662170476,7.366953992909475,0
-74.27795383921139,6.4402065867466005,0
-76.89259093247514,5.148170569436724,0
-79.33564810243519,3.6108052096776886,0
-81.6096693247639,1.9545006476419353,0
-82.68916362850489,0.3030542192829084,0
-83.0841232915816,-1.2307049968763408,0
-83.10019646437944,-2.551250654174,0
-82.91867683925256,-3.5855994631925654,0
-82.6454638356126,-4.2865210318037725,0
-82.29657492006685,-4.633673409753711,0
-81.87465473727828,-4.632780384752676,0
-81.38315530063986,-4.313061831566072,0
-80.82641992398662,-3.723253014608799,0
-80.20955268477701,-2.9266093927619266,0
-79.53807727948745,-1.9953286125175362,0
-78.81745824603213,-1.0048252400140048,0
-78.05261243592342,-0.02826685867094842,0
-77.24755354359172,0.8682731126059625,0
-76.40527728725421,1.6297601699427107,0
-75.52792042852026,2.215043071320065,0
-74.61714020642981,2.598525336071395,0
-73.67459350029911,2.770631693449264,0
-72.70236717503325,2.737135945019802,0
-71.70323081714558,2.5174909346122165,0
-70.68064171869274,2.142357776926964,0
-69.63850980069162,1.6505696414381452,0
-68.58080280684295,1.0857843213104428,0
-67.51111754336551,0.49308005648667813,0
-66.43234810682851,-0.08426773029362426,0
-65.34654688980024,-0.6076201082841743,0
-64.25501164081709,-1.0452555663365157,0
-63.158563223226245,-1.3739965909182932,0
-62.05792526722604,-1.5801152764432975,0
-60.954093429419906,-1.659512303293712,0
-59.84859297564617,-1.6172148704606069,0
-58.74356243050422,-1.4662828456021693,0
-57.64165423810663,-1.2262463197499422,0
-56.545794308783655,-0.9212203817370613,0
-55.45887680984587,-0.5778536872494784,0
-54.38348041169112,-0.22326655341589965,0
-53.321677028043155,0.11687718197877627,0
-52.27497075418048,0.4200408956672565,0
-51.24436468089039,0.6681324222721481,0
-50.23051875889224,0.8484030775531097,0
-49.233942005348005,0.9539023117697596,0
-48.255161148176576,0.9834904930356593,0
-47.294822895487705,0.9414435051586,0
-46.353712126727615,0.8367094730248268,0
-45.43269500411454,0.681897558596766,0
-44.53261651488335,0.4920912599401429,0
-43.65419129540594,0.283583703605613,0
-42.79792358475493,0.07263030313062925,0
-41.96407926276052,-0.1256937882486122,0
-41.1527151412831,-0.2984605290846832,0
-40.36375380684534,-0.43562578732707835,0
-39.59708174985062,-0.5305018934592336,0
-38.852640543493756,-0.5799536267921932,0
-38.13048920325515,-0.5843260201538447,0
-37.430825196964165,-0.5471308457152,0
-36.75396338441219,-0.4745337272109015,0
-36.100282972885346,-0.3746946939763782,0
-35.47015926374483,-0.257021207227599,0
-34.863898334972184,-0.1313941743774997,0
-34.28168927470357,-0.007424489001096798,0
-33.723581835299235,0.10620924416383186,0
-33.189489714637176,0.20230111492304736,0
-32.679213280223344,0.2755078614009727,0
-32.19247192889794,0.32257296353246795,0
-31.728935922411043,0.3423826656160485,0
-31.288249985260343,0.33586397450751454,0
-30.870045037007184,0.3057451974817008,0
-30.473938742070203,0.256207716973036,0
